date,search_index,brand_ko,brand
2023-08-28,29.408,이니스프리,innisfree
2023-09-04,22.31456,이니스프리,innisfree
2023-09-11,24.89094,이니스프리,innisfree
2023-09-18,21.20859,이니스프리,innisfree
2023-09-25,19.72769,이니스프리,innisfree
2023-10-02,23.10475,이니스프리,innisfree
2023-10-09,28.29261,이니스프리,innisfree
2023-10-16,20.91901,이니스프리,innisfree
2023-10-23,22.91362,이니스프리,innisfree
2023-10-30,23.71638,이니스프리,innisfree
2023-11-06,41.10386,이니스프리,innisfree
2023-11-13,35.41957,이니스프리,innisfree
2023-11-20,19.36166,이니스프리,innisfree
2023-11-27,25.57903,이니스프리,innisfree
2023-12-04,24.05048,이니스프리,innisfree
2023-12-11,20.15028,이니스프리,innisfree
2023-12-18,31.33087,이니스프리,innisfree
2023-12-25,20.00418,이니스프리,innisfree
2024-01-01,20.00104,이니스프리,innisfree
2024-01-08,20.13719,이니스프리,innisfree
2024-01-15,24.24842,이니스프리,innisfree
2024-01-22,18.31644,이니스프리,innisfree
2024-01-29,21.06721,이니스프리,innisfree
2024-02-05,15.86678,이니스프리,innisfree
2024-02-12,47.54221,이니스프리,innisfree
2024-02-19,17.55452,이니스프리,innisfree
2024-02-26,23.48231,이니스프리,innisfree
2024-03-04,19.51771,이니스프리,innisfree
2024-03-11,21.47199,이니스프리,innisfree
2024-03-18,16.11918,이니스프리,innisfree
2024-03-25,16.88058,이니스프리,innisfree
2024-04-01,17.43408,이니스프리,innisfree
2024-04-08,21.98465,이니스프리,innisfree
2024-04-15,16.04377,이니스프리,innisfree
2024-04-22,16.90362,이니스프리,innisfree
2024-04-29,37.6404,이니스프리,innisfree
2024-05-06,31.74351,이니스프리,innisfree
2024-05-13,21.75477,이니스프리,innisfree
2024-05-20,18.6521,이니스프리,innisfree
2024-05-27,19.36061,이니스프리,innisfree
2024-06-03,17.92422,이니스프리,innisfree
2024-06-10,19.0239,이니스프리,innisfree
2024-06-17,14.24554,이니스프리,innisfree
2024-06-24,13.40507,이니스프리,innisfree
2024-07-01,16.72871,이니스프리,innisfree
2024-07-08,18.57932,이니스프리,innisfree
2024-07-15,14.95247,이니스프리,innisfree
2024-07-22,14.27853,이니스프리,innisfree
2024-07-29,16.94184,이니스프리,innisfree
2024-08-05,14.69431,이니스프리,innisfree
2024-08-12,17.14188,이니스프리,innisfree
2024-08-19,23.37548,이니스프리,innisfree
2024-08-26,16.64179,이니스프리,innisfree
2024-09-02,18.47458,이니스프리,innisfree
2024-09-09,14.77443,이니스프리,innisfree
2024-09-16,16.55748,이니스프리,innisfree
2024-09-23,16.17835,이니스프리,innisfree
2024-09-30,21.11067,이니스프리,innisfree
2024-10-07,18.61754,이니스프리,innisfree
2024-10-14,14.83675,이니스프리,innisfree
2024-10-21,12.66829,이니스프리,innisfree
2024-10-28,17.6514,이니스프리,innisfree
2024-11-04,27.22854,이니스프리,innisfree
2024-11-11,21.68879,이니스프리,innisfree
2024-11-18,12.9343,이니스프리,innisfree
2024-11-25,14.91948,이니스프리,innisfree
2024-12-02,15.22844,이니스프리,innisfree
2024-12-09,14.00361,이니스프리,innisfree
2024-12-16,16.901,이니스프리,innisfree
2024-12-23,16.18411,이니스프리,innisfree
2024-12-30,14.9242,이니스프리,innisfree
2025-01-06,20.47705,이니스프리,innisfree
2025-01-13,20.37074,이니스프리,innisfree
2025-01-20,13.54174,이니스프리,innisfree
2025-01-27,13.4323,이니스프리,innisfree
2025-02-03,13.23226,이니스프리,innisfree
2025-02-10,22.38734,이니스프리,innisfree
2025-02-17,15.09019,이니스프리,innisfree
2025-02-24,15.94114,이니스프리,innisfree
2025-03-03,13.69936,이니스프리,innisfree
2025-03-10,15.34993,이니스프리,innisfree
2025-03-17,14.4927,이니스프리,innisfree
2025-03-24,12.81072,이니스프리,innisfree
2025-03-31,15.418,이니스프리,innisfree
2025-04-07,12.48501,이니스프리,innisfree
2025-04-14,17.04238,이니스프리,innisfree
2025-04-21,12.09331,이니스프리,innisfree
2025-04-28,13.60353,이니스프리,innisfree
2025-05-05,20.00366,이니스프리,innisfree
2025-05-12,17.27332,이니스프리,innisfree
2025-05-19,15.07291,이니스프리,innisfree
2025-05-26,13.58259,이니스프리,innisfree
2025-06-02,12.55465,이니스프리,innisfree
2025-06-09,13.41816,이니스프리,innisfree
2025-06-16,9.77299,이니스프리,innisfree
2025-06-23,10.22857,이니스프리,innisfree
2025-06-30,12.67823,이니스프리,innisfree
2025-07-07,9.71486,이니스프리,innisfree
2025-07-14,10.8978,이니스프리,innisfree
2025-07-21,10.09556,이니스프리,innisfree
2025-07-28,11.48744,이니스프리,innisfree
2025-08-04,17.27646,이니스프리,innisfree
2025-08-11,16.5381,이니스프리,innisfree
2025-08-18,13.33909,이니스프리,innisfree
2025-08-25,11.44764,이니스프리,innisfree
2025-09-01,11.64192,이니스프리,innisfree
2025-09-08,8.53611,이니스프리,innisfree
2025-09-15,13.81457,이니스프리,innisfree
2025-09-22,13.03694,이니스프리,innisfree
2025-09-29,10.80093,이니스프리,innisfree
2025-10-06,8.99117,이니스프리,innisfree
2025-10-13,11.01667,이니스프리,innisfree
2025-10-20,10.03325,이니스프리,innisfree
2022-01-03,6.01523,닥터자르트,drjart
2022-01-10,5.6293,닥터자르트,drjart
2022-01-17,7.33223,닥터자르트,drjart
2022-01-24,5.36223,닥터자르트,drjart
2022-01-31,5.80839,닥터자르트,drjart
2022-02-07,5.67276,닥터자르트,drjart
2022-02-14,5.33867,닥터자르트,drjart
2022-02-21,5.11245,닥터자르트,drjart
2022-02-28,5.09203,닥터자르트,drjart
2022-03-07,4.71918,닥터자르트,drjart
2022-03-14,4.28141,닥터자르트,drjart
2022-03-21,4.71761,닥터자르트,drjart
2022-03-28,4.08189,닥터자르트,drjart
2022-04-04,4.30183,닥터자르트,drjart
2022-04-11,4.23533,닥터자르트,drjart
2022-04-18,4.34529,닥터자르트,drjart
2022-04-25,5.30201,닥터자르트,drjart
2022-05-02,4.75898,닥터자르트,drjart
2022-05-09,5.04542,닥터자르트,drjart
2022-05-16,5.45963,닥터자르트,drjart
2022-05-23,5.28211,닥터자르트,drjart
2022-05-30,4.69771,닥터자르트,drjart
2022-06-06,4.56366,닥터자르트,drjart
2022-06-13,4.63959,닥터자르트,drjart
2022-06-20,4.08661,닥터자르트,drjart
2022-06-27,4.14788,닥터자르트,drjart
2022-07-04,3.87086,닥터자르트,drjart
2022-07-11,3.95831,닥터자르트,drjart
2022-07-18,3.5331,닥터자르트,drjart
2022-07-25,4.08189,닥터자르트,drjart
2022-08-01,3.63836,닥터자르트,drjart
2022-08-08,3.41214,닥터자르트,drjart
2022-08-15,3.564,닥터자르트,drjart
2022-08-22,4.22328,닥터자르트,drjart
2022-08-29,7.86165,닥터자르트,drjart
2022-09-05,4.76212,닥터자르트,drjart
2022-09-12,3.93998,닥터자르트,drjart
2022-09-19,3.98921,닥터자르트,drjart
2022-09-26,4.08347,닥터자르트,drjart
2022-10-03,4.06723,닥터자르트,drjart
2022-10-10,4.52857,닥터자르트,drjart
2022-10-17,4.4715,닥터자르트,drjart
2022-10-24,4.00544,닥터자르트,drjart
2022-10-31,4.33273,닥터자르트,drjart
2022-11-07,4.4097,닥터자르트,drjart
2022-11-14,4.16673,닥터자르트,drjart
2022-11-21,4.25313,닥터자르트,drjart
2022-11-28,4.42384,닥터자르트,drjart
2022-12-05,4.43432,닥터자르트,drjart
2022-12-12,3.7478,닥터자르트,drjart
2022-12-19,3.61532,닥터자르트,drjart
2022-12-26,3.44408,닥터자르트,drjart
2023-01-02,3.85986,닥터자르트,drjart
2023-01-09,4.13269,닥터자르트,drjart
2023-01-16,3.53991,닥터자르트,drjart
2023-01-23,4.217,닥터자르트,drjart
2023-01-30,4.31702,닥터자르트,drjart
2023-02-06,4.26308,닥터자르트,drjart
2023-02-13,4.9166,닥터자르트,drjart
2023-02-20,5.2994,닥터자르트,drjart
2023-02-27,4.73437,닥터자르트,drjart
2023-03-06,4.00073,닥터자르트,drjart
2023-03-13,3.91956,닥터자르트,drjart
2023-03-20,4.19186,닥터자르트,drjart
2023-03-27,3.64517,닥터자르트,drjart
2023-04-03,4.41599,닥터자르트,drjart
2023-04-10,4.69824,닥터자르트,drjart
2023-04-17,3.9337,닥터자르트,drjart
2023-04-24,3.62998,닥터자르트,drjart
2023-05-01,3.40271,닥터자르트,drjart
2023-05-08,3.63155,닥터자르트,drjart
2023-05-15,3.43937,닥터자르트,drjart
2023-05-22,3.10789,닥터자르트,drjart
2023-05-29,3.37653,닥터자르트,drjart
2023-06-05,3.11732,닥터자르트,drjart
2023-06-12,2.75181,닥터자르트,drjart
2023-06-19,2.51407,닥터자르트,drjart
2023-06-26,2.56696,닥터자르트,drjart
2023-07-03,2.73086,닥터자르트,drjart
2023-07-10,2.48736,닥터자르트,drjart
2023-07-17,2.41248,닥터자르트,drjart
2023-07-24,2.23339,닥터자르트,drjart
2023-07-31,2.47322,닥터자르트,drjart
2023-08-07,2.39049,닥터자르트,drjart
2023-08-14,2.34597,닥터자르트,drjart
2023-08-21,2.48474,닥터자르트,drjart
2023-08-28,2.97593,닥터자르트,drjart
2023-09-04,2.73767,닥터자르트,drjart
2023-09-11,2.55072,닥터자르트,drjart
2023-09-18,2.74134,닥터자르트,drjart
2023-09-25,2.06687,닥터자르트,drjart
2023-10-02,2.8335,닥터자르트,drjart
2023-10-09,2.79737,닥터자르트,drjart
2023-10-16,2.92357,닥터자르트,drjart
2023-10-23,2.85235,닥터자르트,drjart
2023-10-30,4.72599,닥터자르트,drjart
2023-11-06,3.09899,닥터자르트,drjart
2023-11-13,3.41057,닥터자르트,drjart
2023-11-20,3.14664,닥터자르트,drjart
2023-11-27,3.41476,닥터자르트,drjart
2023-12-04,2.99007,닥터자르트,drjart
2023-12-11,2.69159,닥터자르트,drjart
2023-12-18,2.73086,닥터자르트,drjart
2023-12-25,2.2093,닥터자르트,drjart
2024-01-01,2.45751,닥터자르트,drjart
2024-01-08,2.56958,닥터자르트,drjart
2024-01-15,2.48998,닥터자르트,drjart
2024-01-22,2.71358,닥터자르트,drjart
2024-01-29,2.54863,닥터자르트,drjart
2024-02-05,2.10823,닥터자르트,drjart
2024-02-12,2.37949,닥터자르트,drjart
2024-02-19,2.32398,닥터자르트,drjart
2024-02-26,2.55177,닥터자르트,drjart
2024-03-04,2.35121,닥터자르트,drjart
2024-03-11,2.55806,닥터자르트,drjart
2024-03-18,2.22501,닥터자르트,drjart
2024-03-25,2.38054,닥터자르트,drjart
2024-04-01,2.23863,닥터자르트,drjart
2024-04-08,2.08676,닥터자르트,drjart
2024-04-15,2.0522,닥터자르트,drjart
2024-04-22,1.94957,닥터자르트,drjart
2024-04-29,1.89458,닥터자르트,drjart
2024-05-06,1.91134,닥터자르트,drjart
2024-05-13,1.93752,닥터자르트,drjart
2024-05-20,1.96528,닥터자르트,drjart
2024-05-27,2.09357,닥터자르트,drjart
2024-06-03,2.04644,닥터자르트,drjart
2024-06-10,2.04278,닥터자르트,drjart
2024-06-17,1.81813,닥터자르트,drjart
2024-06-24,1.56573,닥터자르트,drjart
2024-07-01,2.0323,닥터자르트,drjart
2024-07-08,1.85164,닥터자르트,drjart
2024-07-15,1.75581,닥터자르트,drjart
2024-07-22,1.92443,닥터자르트,drjart
2024-07-29,1.96423,닥터자르트,drjart
2024-08-05,2.1496,닥터자르트,drjart
2024-08-12,1.97627,닥터자르트,drjart
2024-08-19,1.95428,닥터자르트,drjart
2024-08-26,2.13023,닥터자르트,drjart
2024-09-02,2.07263,닥터자르트,drjart
2024-09-09,1.61129,닥터자르트,drjart
2024-09-16,1.69193,닥터자르트,drjart
2024-09-23,1.94066,닥터자르트,drjart
2024-09-30,1.89877,닥터자르트,drjart
2024-10-07,2.16479,닥터자르트,drjart
2024-10-14,2.07786,닥터자르트,drjart
2024-10-21,1.91972,닥터자르트,drjart
2024-10-28,2.04906,닥터자르트,drjart
2024-11-04,2.22553,닥터자르트,drjart
2024-11-11,1.92914,닥터자르트,drjart
2024-11-18,2.03702,닥터자르트,drjart
2024-11-25,1.96894,닥터자르트,drjart
2024-12-02,2.13913,닥터자르트,drjart
2024-12-09,1.94171,닥터자르트,drjart
2024-12-16,1.86002,닥터자르트,drjart
2024-12-23,1.61705,닥터자르트,drjart
2024-12-30,1.58091,닥터자르트,drjart
2025-01-06,1.88778,닥터자르트,drjart
2025-01-13,1.79456,닥터자르트,drjart
2025-01-20,1.73487,닥터자르트,drjart
2025-01-27,1.52331,닥터자르트,drjart
2025-02-03,1.8307,닥터자르트,drjart
2025-02-10,2.092,닥터자르트,drjart
2025-02-17,1.93962,닥터자르트,drjart
2025-02-24,1.85321,닥터자르트,drjart
2025-03-03,1.66522,닥터자르트,drjart
2025-03-10,1.41334,닥터자르트,drjart
2025-03-17,1.60814,닥터자르트,drjart
2025-03-24,1.87468,닥터자르트,drjart
2025-03-31,1.66156,닥터자르트,drjart
2025-04-07,1.67831,닥터자르트,drjart
2025-04-14,1.6935,닥터자르트,drjart
2025-04-21,1.57568,닥터자르트,drjart
2025-04-28,1.79404,닥터자르트,drjart
2025-05-05,2.67012,닥터자르트,drjart
2025-05-12,1.81865,닥터자르트,drjart
2025-05-19,1.7621,닥터자르트,drjart
2025-05-26,1.63747,닥터자르트,drjart
2025-06-02,1.55002,닥터자르트,drjart
2025-06-09,1.40654,닥터자르트,drjart
2025-06-16,1.24263,닥터자르트,drjart
2025-06-23,1.47566,닥터자르트,drjart
2025-06-30,1.57044,닥터자르트,drjart
2025-07-07,1.3149,닥터자르트,drjart
2025-07-14,1.28609,닥터자르트,drjart
2025-07-21,1.40182,닥터자르트,drjart
2025-07-28,1.38349,닥터자르트,drjart
2025-08-04,1.3704,닥터자르트,drjart
2025-08-11,1.35522,닥터자르트,drjart
2025-08-18,1.87678,닥터자르트,drjart
2025-08-25,1.92862,닥터자르트,drjart
2025-09-01,1.65946,닥터자르트,drjart
2025-09-08,1.39135,닥터자르트,drjart
2025-09-15,1.3615,닥터자르트,drjart
2025-09-22,1.86788,닥터자르트,drjart
2025-09-29,1.26724,닥터자르트,drjart
2025-10-06,1.11852,닥터자르트,drjart
2025-10-13,1.36517,닥터자르트,drjart
2025-10-20,1.61495,닥터자르트,drjart
